country,player_name,position,age,birthday,club_team
Croatia,Andrej Kramarić,Forward,34,1991-06-19,TSG Hoffenheim
Croatia,Luka Modrić,Midfielder,40,1985-09-09,Milan
Croatia,Ante Budimir,Forward,34,1991-07-22,Osasuna
Croatia,Ivor Pandur,Goalkeeper,26,2000-03-25,Hull City
Croatia,Nikola Vlašić,Midfielder,28,1997-10-04,Torino
Croatia,Ivan Perišić,Forward,37,1989-02-02,PSV Eindhoven
Croatia,Mario Pašalić,Midfielder,31,1995-02-09,Atalanta
Croatia,Martin Baturina,Midfielder,23,2003-02-16,Como
Croatia,Petar Sučić,Midfielder,22,2003-10-25,Inter Milan
Croatia,Kristijan Jakić,Defender,29,1997-05-14,FC Augsburg
Croatia,Toni Fruk,Midfielder,25,2001-03-09,Rijeka
Croatia,Igor Matanović,Forward,23,2003-03-31,SC Freiburg
Croatia,Luka Sučić,Midfielder,23,2002-09-08,Real Sociedad
Croatia,Luka Vušković,Defender,19,2007-02-24,Hamburger SV
Croatia,Dominik Kotarski,Goalkeeper,26,2000-02-10,Copenhagen
Croatia,Marco Pašalić,Forward,25,2000-09-14,Orlando City SC
Croatia,Martin Erlić,Defender,28,1998-01-24,Midtjylland
Croatia,Petar Musa,Forward,28,1998-03-04,FC Dallas
England,Jordan Pickford,Goalkeeper,32,1994-03-07,Everton
England,Ezri Konsa,Defender,28,1997-10-23,Aston Villa
England,Nico O'Reilly,Defender,21,2005-03-21,Manchester City
England,Declan Rice,Midfielder,27,1999-01-14,Arsenal
England,John Stones,Defender,32,1994-05-28,Manchester City
England,Marc Guéhi,Defender,25,2000-07-13,Manchester City
England,Bukayo Saka,Forward,24,2001-09-05,Arsenal
England,Elliot Anderson,Midfielder,23,2002-11-06,Nottingham Forest
England,Harry Kane,Forward,32,1993-07-28,Bayern Munich
England,Jude Bellingham,Midfielder,22,2003-06-29,Real Madrid
England,Marcus Rashford,Forward,28,1997-10-31,Barcelona
England,Tino Livramento,Defender,23,2002-11-12,Newcastle United
England,Dean Henderson,Goalkeeper,29,1997-03-12,Crystal Palace
England,Jordan Henderson,Midfielder,35,1990-06-17,Brentford
England,Dan Burn,Defender,34,1992-05-09,Newcastle United
England,Kobbie Mainoo,Midfielder,21,2005-04-19,Manchester United
England,Morgan Rogers,Midfielder,23,2002-07-26,Aston Villa
England,Anthony Gordon,Forward,25,2001-02-24,Newcastle United
England,Ollie Watkins,Forward,30,1995-12-30,Aston Villa
England,Noni Madueke,Forward,24,2002-03-10,Arsenal
England,Eberechi Eze,Midfielder,27,1998-06-29,Arsenal
England,Ivan Toney,Forward,30,1996-03-16,Al-Ahli
England,James Trafford,Goalkeeper,23,2002-10-10,Manchester City
England,Reece James,Defender,26,1999-12-08,Chelsea
England,Djed Spence,Defender,25,2000-08-09,Tottenham Hotspur
England,Jarell Quansah,Defender,23,2003-01-29,Bayer Leverkusen
Ghana,Lawrence Ati-Zigi,Goalkeeper,29,1996-11-29,St. Gallen
Ghana,Alidu Seidu,Defender,26,2000-06-04,Rennes
Ghana,Caleb Yirenkyi,Midfielder,20,2006-01-15,Nordsjælland
Ghana,Jonas Adjetey,Defender,22,2003-12-13,VfL Wolfsburg
Ghana,Thomas Partey,Midfielder,32,1993-06-13,Villarreal
Ghana,Abdul Mumin,Defender,28,1998-06-06,Rayo Vallecano
Ghana,Abdul Fatawu,Forward,22,2004-03-08,Leicester City
Ghana,Kwasi Sibo,Midfielder,27,1998-06-24,Oviedo
Ghana,Jordan Ayew,Forward,34,1991-09-11,Leicester City
Ghana,Brandon Thomas-Asante,Forward,27,1998-12-29,Coventry City
Ghana,Antoine Semenyo,Midfielder,26,2000-01-07,Manchester City
Ghana,Joseph Anang,Goalkeeper,26,2000-06-08,St Patrick's Athletic
Ghana,Christopher Bonsu Baah,Forward,21,2004-12-14,Al-Qadsiah
Ghana,Gideon Mensah,Defender,27,1998-07-18,Auxerre
Ghana,Elisha Owusu,Midfielder,28,1997-11-07,Auxerre
Ghana,Benjamin Asare,Goalkeeper,33,1992-07-13,Hearts of Oak
Ghana,Abdul Rahman Baba,Defender,31,1994-07-02,PAOK
Ghana,Jerome Opoku,Defender,27,1998-10-14,İstanbul Başakşehir
Ghana,Iñaki Williams,Forward,31,1994-06-15,Athletic Bilbao
Ghana,Augustine Boakye,Midfielder,25,2000-11-03,Saint-Étienne
Ghana,Kojo Peprah Oppong,Defender,22,2004-06-04,Nice
Ghana,Kamaldeen Sulemana,Forward,24,2002-02-15,Atalanta
Ghana,Derrick Luckassen,Defender,30,1995-07-03,Pafos
Ghana,Ernest Nuamah,Forward,22,2003-11-01,Lyon
Ghana,Prince Kwabena Adu,Forward,22,2003-09-23,Viktoria Plzeň
Ghana,Marvin Senaya,Defender,25,2001-01-28,Auxerre
Panama,Luis Mejía,Goalkeeper,35,1991-03-16,Nacional
Panama,César Blackman,Defender,28,1998-04-02,Slovan Bratislava
Panama,José Córdoba,Defender,25,2001-06-03,Norwich City
Panama,Fidel Escobar,Defender,31,1995-01-09,Saprissa
Panama,Edgardo Fariña,Defender,24,2001-10-19,Pari Nizhny Novgorod
Panama,Cristian Martínez,Midfielder,29,1997-02-06,Ironi Kiryat Shmona
Panama,José Luis Rodríguez,Midfielder,27,1998-06-19,Juárez
Panama,Adalberto Carrasquilla,Midfielder,27,1998-11-28,Pumas UNAM
Panama,Tomás Rodríguez,Forward,27,1999-03-09,Saprissa
Panama,Ismael Díaz,Midfielder,29,1997-05-12,León
Panama,Yoel Bárcenas,Midfielder,32,1993-10-23,Mazatlán
Panama,César Samudio,Goalkeeper,32,1994-02-23,Marathón
Panama,Jiovany Ramos,Defender,29,1997-01-26,Puerto Cabello
Panama,Carlos Harvey,Defender,26,2000-02-03,Minnesota United FC
Panama,Eric Davis,Defender,35,1991-03-31,Plaza Amador
Panama,Andrés Andrade,Defender,27,1998-10-16,LASK
Panama,José Fajardo,Forward,32,1993-08-18,Universidad Católica
Panama,Cecilio Waterman,Forward,35,1991-04-13,Universidad de Concepción
Panama,Alberto Quintero,Midfielder,38,1987-12-18,Plaza Amador
Panama,Aníbal Godoy,Midfielder,36,1990-02-10,San Diego FC
Panama,César Yanis,Midfielder,30,1996-01-28,Cobresal
Panama,Orlando Mosquera,Goalkeeper,31,1994-12-25,Al-Fayha
Panama,Michael Amir Murillo,Defender,30,1996-02-11,Beşiktaş
Panama,Azarias Londoño,Forward,24,2001-06-21,Universidad Católica
Panama,Roderick Miller,Defender,34,1992-04-03,Turan Tovuz
Panama,Jorge Gutiérrez,Defender,27,1998-09-01,Deportivo La Guaira
